ID,Prob1
25824, 0.45
25825, 0.24
25826, 0.77
25827, 0.30
25828, 0.31
25829, 0.27
25830, 0.19
25831, 0.28
25832, 0.23
25833, 0.39
25834, 0.47
25835, 0.38
25836, 0.37
25837, 0.21
25838, 0.29
25839, 0.52
25840, 0.35
25841, 0.67
25842, 0.23
25843, 0.06
25844, 0.34
25845, 0.53
25846, 0.51
25847, 0.22
25848, 0.23
25849, 0.57
25850, 0.63
25851, 0.32
25852, 0.21
25853, 0.62
25854, 0.22
25855, 0.73
25856, 0.29
25857, 0.44
25858, 0.54
25859, 0.17
25860, 0.80
25861, 0.28
25862, 0.63
25863, 0.16
25864, 0.22
25865, 0.28
25866, 0.21
25867, 0.57
25868, 0.28
25869, 0.23
25870, 0.27
25871, 0.30
25872, 0.22
25873, 0.31
25874, 0.56
25875, 0.17
25876, 0.63
25877, 0.34
25878, 0.25
25879, 0.40
25880, 0.29
25881, 0.52
25882, 0.36
25883, 0.08
25884, 0.26
25885, 0.66
25886, 0.53
25887, 0.20
25888, 0.30
25889, 0.18
25890, 0.20
25891, 0.16
25892, 0.21
25893, 0.33
25894, 0.50
25895, 0.63
25896, 0.25
25897, 0.21
25898, 0.35
25899, 0.22
25900, 0.71
25901, 0.19
25902, 0.18
25903, 0.19
25904, 0.22
25905, 0.40
25906, 0.37
25907, 0.21
25908, 0.27
25909, 0.46
25910, 0.21
25911, 0.21
25912, 0.35
25913, 0.36
25914, 0.23
25915, 0.35
25916, 0.47
25917, 0.43
25918, 0.61
25919, 0.25
25920, 0.39
25921, 0.40
25922, 0.63
25923, 0.51
25924, 0.20
25925, 0.19
25926, 0.34
25927, 0.33
25928, 0.64
25929, 0.38
25930, 0.30
25931, 0.32
25932, 0.54
25933, 0.66
25934, 0.21
25935, 0.44
25936, 0.24
25937, 0.25
25938, 0.16
25939, 0.28
25940, 0.32
25941, 0.43
25942, 0.13
25943, 0.38
25944, 0.22
25945, 0.30
25946, 0.33
25947, 0.26
25948, 0.28
25949, 0.45
25950, 0.21
25951, 0.18
25952, 0.26
25953, 0.46
25954, 0.73
25955, 0.20
25956, 0.25
25957, 0.19
25958, 0.34
25959, 0.38
25960, 0.24
25961, 0.34
25962, 0.18
25963, 0.56
25964, 0.51
25965, 0.55
25966, 0.68
25967, 0.33
25968, 0.68
25969, 0.26
25970, 0.38
25971, 0.33
25972, 0.29
25973, 0.30
25974, 0.41
25975, 0.17
25976, 0.19
25977, 0.15
25978, 0.23
25979, 0.45
25980, 0.64
25981, 0.35
25982, 0.28
25983, 0.23
25984, 0.44
25985, 0.66
25986, 0.47
25987, 0.31
25988, 0.37
25989, 0.24
25990, 0.30
25991, 0.49
25992, 0.33
25993, 0.17
25994, 0.52
25995, 0.15
25996, 0.66
25997, 0.24
25998, 0.20
25999, 0.17
26000, 0.13
26001, 0.27
26002, 0.34
26003, 0.28
26004, 0.16
26005, 0.30
26006, 0.42
26007, 0.54
26008, 0.44
26009, 0.36
26010, 0.75
26011, 0.29
26012, 0.26
26013, 0.24
26014, 0.18
26015, 0.24
26016, 0.33
26017, 0.31
26018, 0.27
26019, 0.25
26020, 0.25
26021, 0.61
26022, 0.29
26023, 0.55
26024, 0.24
26025, 0.26
26026, 0.21
26027, 0.26
26028, 0.34
26029, 0.39
26030, 0.39
26031, 0.61
26032, 0.11
26033, 0.31
26034, 0.18
26035, 0.35
26036, 0.17
26037, 0.34
26038, 0.23
26039, 0.30
26040, 0.47
26041, 0.15
26042, 0.20
26043, 0.48
26044, 0.36
26045, 0.35
26046, 0.21
26047, 0.42
26048, 0.30
26049, 0.24
26050, 0.71
26051, 0.79
26052, 0.22
26053, 0.47
26054, 0.49
26055, 0.39
26056, 0.21
26057, 0.26
26058, 0.75
26059, 0.22
26060, 0.51
26061, 0.33
26062, 0.30
26063, 0.73
26064, 0.34
26065, 0.66
26066, 0.24
26067, 0.58
26068, 0.19
26069, 0.26
26070, 0.22
26071, 0.20
26072, 0.27
26073, 0.44
26074, 0.60
26075, 0.29
26076, 0.26
26077, 0.20
26078, 0.48
26079, 0.32
26080, 0.17
26081, 0.24
26082, 0.80
26083, 0.23
26084, 0.19
26085, 0.30
26086, 0.31
26087, 0.22
26088, 0.22
26089, 0.38
26090, 0.37
26091, 0.45
26092, 0.14
26093, 0.33
26094, 0.48
26095, 0.56
26096, 0.36
26097, 0.43
26098, 0.64
26099, 0.17
26100, 0.58
26101, 0.35
26102, 0.72
26103, 0.22
26104, 0.33
26105, 0.30
26106, 0.20
26107, 0.55
26108, 0.18
26109, 0.21
26110, 0.26
26111, 0.18
26112, 0.31
26113, 0.42
26114, 0.27
26115, 0.07
26116, 0.14
26117, 0.26
26118, 0.39
26119, 0.25
26120, 0.19
26121, 0.27
26122, 0.22
26123, 0.59
26124, 0.24
26125, 0.50
26126, 0.28
26127, 0.42
26128, 0.23
26129, 0.87
26130, 0.35
26131, 0.20
26132, 0.65
26133, 0.32
26134, 0.26
26135, 0.16
26136, 0.42
26137, 0.51
26138, 0.12
26139, 0.23
26140, 0.56
26141, 0.30
26142, 0.32
26143, 0.34
26144, 0.36
26145, 0.24
26146, 0.43
26147, 0.28
26148, 0.30
26149, 0.21
26150, 0.79
26151, 0.13
26152, 0.24
26153, 0.27
26154, 0.27
26155, 0.24
26156, 0.27
26157, 0.36
26158, 0.28
26159, 0.13
26160, 0.75
26161, 0.24
26162, 0.30
26163, 0.11
26164, 0.24
26165, 0.31
26166, 0.63
26167, 0.41
26168, 0.26
26169, 0.24
26170, 0.23
26171, 0.30
26172, 0.30
26173, 0.23
26174, 0.43
26175, 0.32
26176, 0.47
26177, 0.52
26178, 0.21
26179, 0.60
26180, 0.18
26181, 0.47
26182, 0.22
26183, 0.21
26184, 0.66
26185, 0.23
26186, 0.45
26187, 0.26
26188, 0.26
26189, 0.25
26190, 0.19
26191, 0.21
26192, 0.26
26193, 0.22
26194, 0.28
26195, 0.19
26196, 0.28
26197, 0.79
26198, 0.56
26199, 0.51
26200, 0.82
26201, 0.33
26202, 0.21
26203, 0.38
26204, 0.26
26205, 0.51
26206, 0.22
26207, 0.43
26208, 0.32
26209, 0.38
26210, 0.41
26211, 0.33
26212, 0.42
26213, 0.22
26214, 0.18
26215, 0.54
26216, 0.23
26217, 0.32
26218, 0.62
26219, 0.14
26220, 0.25
26221, 0.22
26222, 0.40
26223, 0.46
26224, 0.26
26225, 0.25
26226, 0.24
26227, 0.46
26228, 0.18
26229, 0.31
26230, 0.23
26231, 0.31
26232, 0.17
26233, 0.55
26234, 0.24
26235, 0.41
26236, 0.75
26237, 0.52
26238, 0.27
26239, 0.24
26240, 0.33
26241, 0.27
26242, 0.30
26243, 0.25
26244, 0.24
26245, 0.27
26246, 0.64
26247, 0.21
26248, 0.38
26249, 0.23
26250, 0.22
26251, 0.49
26252, 0.56
26253, 0.26
26254, 0.29
26255, 0.30
26256, 0.47
26257, 0.27
26258, 0.25
26259, 0.23
26260, 0.26
26261, 0.35
26262, 0.35
26263, 0.16
26264, 0.29
26265, 0.19
26266, 0.19
26267, 0.15
26268, 0.51
26269, 0.60
26270, 0.24
26271, 0.33
26272, 0.21
26273, 0.20
26274, 0.21
26275, 0.40
26276, 0.36
26277, 0.23
26278, 0.29
26279, 0.39
26280, 0.15
26281, 0.52
26282, 0.34
26283, 0.36
26284, 0.24
26285, 0.32
26286, 0.21
26287, 0.29
26288, 0.23
26289, 0.23
26290, 0.22
26291, 0.23
26292, 0.50
26293, 0.51
26294, 0.48
26295, 0.49
26296, 0.31
26297, 0.55
26298, 0.25
26299, 0.38
26300, 0.40
26301, 0.16
26302, 0.56
26303, 0.22
26304, 0.23
26305, 0.30
26306, 0.22
26307, 0.35
26308, 0.40
26309, 0.56
26310, 0.11
26311, 0.26
26312, 0.57
26313, 0.21
26314, 0.20
26315, 0.57
26316, 0.69
26317, 0.48
26318, 0.26
26319, 0.19
26320, 0.43
26321, 0.78
26322, 0.17
26323, 0.26
26324, 0.08
26325, 0.27
26326, 0.47
26327, 0.51
26328, 0.29
26329, 0.19
26330, 0.47
26331, 0.24
26332, 0.51
26333, 0.29
26334, 0.20
26335, 0.17
26336, 0.40
26337, 0.63
26338, 0.23
26339, 0.70
26340, 0.77
26341, 0.26
26342, 0.25
26343, 0.29
26344, 0.20
26345, 0.16
26346, 0.32
26347, 0.22
26348, 0.75
26349, 0.41
26350, 0.62
26351, 0.29
26352, 0.21
26353, 0.23
26354, 0.25
26355, 0.40
26356, 0.54
26357, 0.24
26358, 0.31
26359, 0.38
26360, 0.18
26361, 0.53
26362, 0.36
26363, 0.31
26364, 0.41
26365, 0.16
26366, 0.73
26367, 0.28
26368, 0.35
26369, 0.52
26370, 0.22
26371, 0.23
26372, 0.21
26373, 0.18
26374, 0.20
26375, 0.60
26376, 0.29
26377, 0.26
26378, 0.44
26379, 0.67
26380, 0.61
26381, 0.29
26382, 0.35
26383, 0.55
26384, 0.17
26385, 0.24
26386, 0.66
26387, 0.40
26388, 0.14
26389, 0.31
26390, 0.42
26391, 0.71
26392, 0.32
26393, 0.42
26394, 0.63
26395, 0.20
26396, 0.19
26397, 0.45
26398, 0.37
26399, 0.35
26400, 0.79
26401, 0.28
26402, 0.73
26403, 0.43
26404, 0.33
26405, 0.24
26406, 0.24
26407, 0.31
26408, 0.50
26409, 0.21
26410, 0.21
26411, 0.35
26412, 0.38
26413, 0.27
26414, 0.44
26415, 0.30
26416, 0.21
26417, 0.17
26418, 0.31
26419, 0.31
26420, 0.16
26421, 0.28
26422, 0.33
26423, 0.22
26424, 0.25
26425, 0.29
26426, 0.14
26427, 0.56
26428, 0.22
26429, 0.19
26430, 0.69
26431, 0.62
26432, 0.25
26433, 0.24
26434, 0.70
26435, 0.10
26436, 0.55
26437, 0.16
26438, 0.22
26439, 0.56
26440, 0.36
26441, 0.26
26442, 0.24
26443, 0.56
26444, 0.27
26445, 0.36
26446, 0.21
26447, 0.40
26448, 0.69
26449, 0.23
26450, 0.18
26451, 0.63
26452, 0.36
26453, 0.24
26454, 0.80
26455, 0.09
26456, 0.32
26457, 0.58
26458, 0.37
26459, 0.29
26460, 0.62
26461, 0.20
26462, 0.37
26463, 0.41
26464, 0.25
26465, 0.38
26466, 0.62
26467, 0.33
26468, 0.24
26469, 0.58
26470, 0.25
26471, 0.17
26472, 0.38
26473, 0.21
26474, 0.27
26475, 0.35
26476, 0.28
26477, 0.18
26478, 0.17
26479, 0.37
26480, 0.45
26481, 0.75
26482, 0.21
26483, 0.70
26484, 0.24
26485, 0.39
26486, 0.32
26487, 0.27
26488, 0.32
26489, 0.31
26490, 0.20
26491, 0.29
26492, 0.23
26493, 0.27
26494, 0.17
26495, 0.39
26496, 0.77
26497, 0.60
26498, 0.17
26499, 0.69
26500, 0.33
26501, 0.23
26502, 0.20
26503, 0.68
26504, 0.58
26505, 0.55
26506, 0.29
26507, 0.43
26508, 0.24
26509, 0.24
26510, 0.21
26511, 0.30
26512, 0.64
26513, 0.27
26514, 0.30
26515, 0.25
26516, 0.28
26517, 0.42
26518, 0.35
26519, 0.26
26520, 0.31
26521, 0.22
26522, 0.28
26523, 0.38
26524, 0.30
26525, 0.29
26526, 0.29
26527, 0.31
26528, 0.44
26529, 0.43
26530, 0.37
26531, 0.58
26532, 0.63
26533, 0.18
26534, 0.33
26535, 0.24
26536, 0.44
26537, 0.39
26538, 0.29
26539, 0.23
26540, 0.42
26541, 0.28
26542, 0.46
26543, 0.64
26544, 0.33
26545, 0.72
26546, 0.32
26547, 0.49
26548, 0.37
26549, 0.15
26550, 0.12
26551, 0.28
26552, 0.22
26553, 0.25
26554, 0.42
26555, 0.60
26556, 0.21
26557, 0.47
26558, 0.26
26559, 0.36
26560, 0.25
26561, 0.25
26562, 0.20
26563, 0.19
26564, 0.51
26565, 0.40
26566, 0.37
26567, 0.38
26568, 0.27
26569, 0.67
26570, 0.14
26571, 0.27
26572, 0.22
26573, 0.11
26574, 0.27
26575, 0.55
26576, 0.44
26577, 0.18
26578, 0.43
26579, 0.56
26580, 0.32
26581, 0.67
26582, 0.41
26583, 0.36
26584, 0.09
26585, 0.58
26586, 0.73
26587, 0.35
26588, 0.23
26589, 0.39
26590, 0.25
26591, 0.32
26592, 0.74
26593, 0.41
26594, 0.31
26595, 0.26
26596, 0.23
26597, 0.20
26598, 0.44
26599, 0.33
26600, 0.31
26601, 0.38
26602, 0.55
26603, 0.32
26604, 0.19
26605, 0.50
26606, 0.33
26607, 0.17
26608, 0.77
26609, 0.22
26610, 0.31
26611, 0.35
26612, 0.31
26613, 0.54
26614, 0.53
26615, 0.54
26616, 0.68
26617, 0.42
26618, 0.62
26619, 0.26
26620, 0.33
26621, 0.14
26622, 0.46
26623, 0.26
26624, 0.60
26625, 0.18
26626, 0.28
26627, 0.66
26628, 0.55
26629, 0.37
26630, 0.38
26631, 0.26
26632, 0.21
26633, 0.29
26634, 0.40
26635, 0.25
26636, 0.20
26637, 0.17
26638, 0.30
26639, 0.35
26640, 0.33
26641, 0.52
26642, 0.35
26643, 0.24
26644, 0.35
26645, 0.22
26646, 0.40
26647, 0.58
26648, 0.61
26649, 0.41
26650, 0.36
26651, 0.28
26652, 0.34
26653, 0.37
26654, 0.23
26655, 0.18
26656, 0.21
26657, 0.29
26658, 0.33
26659, 0.47
26660, 0.26
26661, 0.57
26662, 0.22
26663, 0.28
26664, 0.15
26665, 0.18
26666, 0.70
26667, 0.65
26668, 0.32
26669, 0.20
26670, 0.64
26671, 0.39
26672, 0.31
26673, 0.19
26674, 0.50
26675, 0.18
26676, 0.15
26677, 0.35
26678, 0.25
26679, 0.18
26680, 0.45
26681, 0.21
26682, 0.40
26683, 0.31
26684, 0.09
26685, 0.21
26686, 0.47
26687, 0.26
26688, 0.31
26689, 0.41
26690, 0.20
26691, 0.52
26692, 0.34
26693, 0.26
26694, 0.32
26695, 0.25
26696, 0.54
26697, 0.48
26698, 0.33
26699, 0.25
26700, 0.25
26701, 0.30
26702, 0.21
26703, 0.28
26704, 0.22
26705, 0.36
26706, 0.41
26707, 0.34
26708, 0.20
26709, 0.20
26710, 0.40
26711, 0.22
26712, 0.50
26713, 0.12
26714, 0.29
26715, 0.25
26716, 0.35
26717, 0.21
26718, 0.35
26719, 0.33
26720, 0.18
26721, 0.33
26722, 0.30
26723, 0.15
26724, 0.29
26725, 0.22
26726, 0.15
26727, 0.36
26728, 0.35
26729, 0.40
26730, 0.26
26731, 0.19
26732, 0.48
26733, 0.29
26734, 0.29
26735, 0.33
26736, 0.31
26737, 0.30
26738, 0.42
26739, 0.22
26740, 0.33
26741, 0.46
26742, 0.17
26743, 0.43
26744, 0.13
26745, 0.24
26746, 0.28
26747, 0.28
26748, 0.32
26749, 0.23
26750, 0.26
26751, 0.28
26752, 0.60
26753, 0.59
26754, 0.57
26755, 0.47
26756, 0.62
26757, 0.30
26758, 0.25
26759, 0.15
26760, 0.69
26761, 0.23
26762, 0.56
26763, 0.37
26764, 0.84
26765, 0.26
26766, 0.34
26767, 0.14
26768, 0.42
26769, 0.36
26770, 0.32
26771, 0.40
26772, 0.18
26773, 0.32
26774, 0.73
26775, 0.35
26776, 0.19
26777, 0.32
26778, 0.73
26779, 0.37
26780, 0.25
26781, 0.16
26782, 0.21
26783, 0.39
26784, 0.35
26785, 0.28
26786, 0.35
26787, 0.20
26788, 0.21
26789, 0.30
26790, 0.16
26791, 0.73
26792, 0.40
26793, 0.18
26794, 0.81
26795, 0.28
26796, 0.26
26797, 0.72
26798, 0.38
26799, 0.34
26800, 0.43
26801, 0.30
26802, 0.51
26803, 0.28
26804, 0.28
26805, 0.72
26806, 0.28
26807, 0.56
26808, 0.16
26809, 0.19
26810, 0.66
26811, 0.18
26812, 0.22
26813, 0.19
26814, 0.29
26815, 0.41
26816, 0.25
26817, 0.41
26818, 0.40
26819, 0.21
26820, 0.54
26821, 0.34
26822, 0.26
26823, 0.21
26824, 0.40
26825, 0.33
26826, 0.34
26827, 0.28
26828, 0.23
26829, 0.21
26830, 0.29
26831, 0.82
26832, 0.30
26833, 0.34
26834, 0.32
26835, 0.59
26836, 0.56
26837, 0.83
26838, 0.38
26839, 0.19
26840, 0.29
26841, 0.77
26842, 0.51
26843, 0.17
26844, 0.25
26845, 0.20
26846, 0.46
26847, 0.23
26848, 0.46
26849, 0.33
26850, 0.24
26851, 0.37
26852, 0.21
26853, 0.20
26854, 0.37
26855, 0.32
26856, 0.67
26857, 0.21
26858, 0.18
26859, 0.21
26860, 0.61
26861, 0.22
26862, 0.24
26863, 0.24
26864, 0.30
26865, 0.55
26866, 0.28
26867, 0.29
26868, 0.26
26869, 0.25
26870, 0.33
26871, 0.26
26872, 0.26
26873, 0.29
26874, 0.26
26875, 0.20
26876, 0.35
26877, 0.39
26878, 0.34
26879, 0.22
26880, 0.33
26881, 0.31
26882, 0.25
26883, 0.21
26884, 0.21
26885, 0.19
26886, 0.21
26887, 0.20
26888, 0.20
26889, 0.25
26890, 0.25
26891, 0.46
26892, 0.62
26893, 0.17
26894, 0.26
26895, 0.27
26896, 0.43
26897, 0.26
26898, 0.35
26899, 0.46
26900, 0.25
26901, 0.40
26902, 0.39
26903, 0.31
26904, 0.23
26905, 0.24
26906, 0.63
26907, 0.27
26908, 0.28
26909, 0.22
26910, 0.36
26911, 0.35
26912, 0.48
26913, 0.27
26914, 0.39
26915, 0.26
26916, 0.36
26917, 0.45
26918, 0.27
26919, 0.27
26920, 0.32
26921, 0.13
26922, 0.27
26923, 0.38
26924, 0.58
26925, 0.24
26926, 0.53
26927, 0.23
26928, 0.14
26929, 0.23
26930, 0.27
26931, 0.40
26932, 0.59
26933, 0.24
26934, 0.20
26935, 0.17
26936, 0.25
26937, 0.40
26938, 0.45
26939, 0.22
26940, 0.20
26941, 0.68
26942, 0.42
26943, 0.21
26944, 0.52
26945, 0.33
26946, 0.40
26947, 0.28
26948, 0.73
26949, 0.84
26950, 0.39
26951, 0.17
26952, 0.37
26953, 0.19
26954, 0.18
26955, 0.41
26956, 0.39
26957, 0.39
26958, 0.25
26959, 0.25
26960, 0.24
26961, 0.26
26962, 0.25
26963, 0.47
26964, 0.34
26965, 0.75
26966, 0.31
26967, 0.27
26968, 0.23
26969, 0.34
26970, 0.25
26971, 0.25
26972, 0.27
26973, 0.70
26974, 0.23
26975, 0.40
26976, 0.30
26977, 0.43
26978, 0.35
26979, 0.40
26980, 0.31
26981, 0.27
26982, 0.69
26983, 0.72
26984, 0.51
26985, 0.34
26986, 0.26
26987, 0.17
26988, 0.62
26989, 0.80
26990, 0.45
26991, 0.24
26992, 0.50
26993, 0.62
26994, 0.22
26995, 0.28
26996, 0.16
26997, 0.24
26998, 0.25
26999, 0.11
27000, 0.16
27001, 0.44
27002, 0.35
27003, 0.21
27004, 0.25
27005, 0.17
27006, 0.25
27007, 0.28
27008, 0.25
27009, 0.24
27010, 0.41
27011, 0.25
27012, 0.27
27013, 0.34
27014, 0.32
27015, 0.27
27016, 0.30
27017, 0.30
27018, 0.33
27019, 0.23
27020, 0.28
27021, 0.19
27022, 0.21
27023, 0.77
27024, 0.27
27025, 0.18
27026, 0.78
27027, 0.28
27028, 0.23
27029, 0.24
27030, 0.73
27031, 0.27
27032, 0.18
27033, 0.70
27034, 0.23
27035, 0.21
27036, 0.30
27037, 0.35
27038, 0.48
27039, 0.70
27040, 0.28
27041, 0.41
27042, 0.36
27043, 0.31
27044, 0.18
27045, 0.26
27046, 0.43
27047, 0.68
27048, 0.24
27049, 0.31
27050, 0.47
27051, 0.37
27052, 0.22
27053, 0.38
27054, 0.37
27055, 0.41
27056, 0.28
27057, 0.15
27058, 0.25
27059, 0.48
27060, 0.32
27061, 0.40
27062, 0.40
27063, 0.19
27064, 0.20
27065, 0.76
27066, 0.54
27067, 0.15
27068, 0.24
27069, 0.23
27070, 0.59
27071, 0.39
27072, 0.19
27073, 0.35
27074, 0.45
27075, 0.20
27076, 0.30
27077, 0.79
27078, 0.28
27079, 0.24
27080, 0.23
27081, 0.40
27082, 0.38
27083, 0.32
27084, 0.56
27085, 0.39
27086, 0.24
27087, 0.44
27088, 0.56
27089, 0.22
27090, 0.54
27091, 0.31
27092, 0.26
27093, 0.76
27094, 0.14
27095, 0.36
27096, 0.28
27097, 0.41
27098, 0.75
27099, 0.45
27100, 0.48
27101, 0.31
27102, 0.28
27103, 0.13
27104, 0.17
27105, 0.41
27106, 0.31
27107, 0.42
27108, 0.43
27109, 0.24
27110, 0.27
27111, 0.33
27112, 0.61
27113, 0.52
27114, 0.29
27115, 0.39
27116, 0.33
27117, 0.23
27118, 0.26
27119, 0.35
27120, 0.34
27121, 0.45
27122, 0.58
27123, 0.13
27124, 0.26
27125, 0.22
27126, 0.13
27127, 0.36
27128, 0.21
27129, 0.33
27130, 0.31
27131, 0.29
27132, 0.18
27133, 0.48
27134, 0.42
27135, 0.19
27136, 0.40
27137, 0.35
27138, 0.31
27139, 0.38
27140, 0.23
27141, 0.16
27142, 0.45
27143, 0.19
27144, 0.36
27145, 0.46
27146, 0.70
27147, 0.28
27148, 0.33
27149, 0.29
27150, 0.77
27151, 0.37
27152, 0.35
27153, 0.27
27154, 0.58
27155, 0.52
27156, 0.61
27157, 0.18
27158, 0.63
27159, 0.33
27160, 0.75
27161, 0.28
27162, 0.52
27163, 0.51
27164, 0.15
27165, 0.35
27166, 0.25
27167, 0.16
27168, 0.31
27169, 0.20
27170, 0.30
27171, 0.24
27172, 0.29
27173, 0.24
27174, 0.66
27175, 0.25
27176, 0.35
27177, 0.42
27178, 0.54
27179, 0.57
27180, 0.23
27181, 0.28
27182, 0.27
27183, 0.66
27184, 0.24
27185, 0.26
27186, 0.32
27187, 0.26
27188, 0.24
27189, 0.24
27190, 0.47
27191, 0.29
27192, 0.26
27193, 0.18
27194, 0.26
27195, 0.30
27196, 0.32
27197, 0.42
27198, 0.26
27199, 0.46
27200, 0.31
27201, 0.47
27202, 0.35
27203, 0.32
27204, 0.54
27205, 0.53
27206, 0.24
27207, 0.19
27208, 0.33
27209, 0.40
27210, 0.27
27211, 0.28
27212, 0.28
27213, 0.12
27214, 0.23
27215, 0.24
27216, 0.26
27217, 0.22
27218, 0.30
27219, 0.37
27220, 0.25
27221, 0.32
27222, 0.29
27223, 0.24
27224, 0.56
27225, 0.54
27226, 0.24
27227, 0.27
27228, 0.27
27229, 0.63
27230, 0.21
27231, 0.41
27232, 0.40
27233, 0.20
27234, 0.29
27235, 0.14
27236, 0.62
27237, 0.28
27238, 0.26
27239, 0.48
27240, 0.61
27241, 0.53
27242, 0.34
27243, 0.40
27244, 0.29
27245, 0.27
27246, 0.22
27247, 0.28
27248, 0.37
27249, 0.23
27250, 0.19
27251, 0.37
27252, 0.27
27253, 0.22
27254, 0.44
27255, 0.37
27256, 0.20
27257, 0.24
27258, 0.28
27259, 0.20
27260, 0.27
27261, 0.24
27262, 0.28
27263, 0.28
27264, 0.27
27265, 0.19
27266, 0.35
27267, 0.52
27268, 0.37
27269, 0.32
27270, 0.26
27271, 0.19
27272, 0.11
27273, 0.21
27274, 0.17
27275, 0.33
27276, 0.29
27277, 0.61
27278, 0.37
27279, 0.46
27280, 0.49
27281, 0.18
27282, 0.34
27283, 0.48
27284, 0.28
27285, 0.31
27286, 0.44
27287, 0.46
27288, 0.24
27289, 0.19
27290, 0.51
27291, 0.42
27292, 0.21
27293, 0.31
27294, 0.29
27295, 0.69
27296, 0.17
27297, 0.17
27298, 0.24
27299, 0.55
27300, 0.31
27301, 0.24
27302, 0.29
27303, 0.22
27304, 0.35
27305, 0.73
27306, 0.36
27307, 0.34
27308, 0.33
27309, 0.38
27310, 0.38
27311, 0.38
27312, 0.31
27313, 0.20
27314, 0.70
27315, 0.40
27316, 0.29
27317, 0.19
27318, 0.33
27319, 0.42
27320, 0.32
27321, 0.24
27322, 0.25
27323, 0.18
27324, 0.15
27325, 0.20
27326, 0.21
27327, 0.37
27328, 0.16
27329, 0.67
27330, 0.25
27331, 0.31
27332, 0.24
27333, 0.16
27334, 0.33
27335, 0.42
27336, 0.38
27337, 0.24
27338, 0.28
27339, 0.27
27340, 0.55
27341, 0.49
27342, 0.29
27343, 0.17
27344, 0.39
27345, 0.61
27346, 0.35
27347, 0.42
27348, 0.12
27349, 0.39
27350, 0.47
27351, 0.25
27352, 0.20
27353, 0.59
27354, 0.58
27355, 0.35
27356, 0.48
27357, 0.27
27358, 0.24
27359, 0.55
27360, 0.56
27361, 0.21
27362, 0.21
27363, 0.46
27364, 0.31
27365, 0.45
27366, 0.29
27367, 0.63
27368, 0.16
27369, 0.34
27370, 0.57
27371, 0.34
27372, 0.48
27373, 0.19
27374, 0.26
27375, 0.23
27376, 0.29
27377, 0.15
27378, 0.24
27379, 0.27
27380, 0.58
27381, 0.36
27382, 0.34
27383, 0.65
27384, 0.35
27385, 0.75
27386, 0.16
27387, 0.80
27388, 0.64
27389, 0.24
27390, 0.30
27391, 0.26
27392, 0.34
27393, 0.62
27394, 0.35
27395, 0.26
27396, 0.22
27397, 0.34
27398, 0.22
27399, 0.25
27400, 0.51
27401, 0.18
27402, 0.22
27403, 0.30
27404, 0.26
27405, 0.33
27406, 0.24
27407, 0.29
27408, 0.74
27409, 0.48
27410, 0.33
27411, 0.32
27412, 0.36
27413, 0.32
27414, 0.15
27415, 0.47
27416, 0.38
27417, 0.28
27418, 0.45
27419, 0.23
27420, 0.67
27421, 0.26
27422, 0.52
27423, 0.35
27424, 0.42
27425, 0.37
27426, 0.47
27427, 0.30
27428, 0.19
27429, 0.25
27430, 0.20
27431, 0.35
27432, 0.28
27433, 0.22
27434, 0.37
27435, 0.29
27436, 0.18
27437, 0.24
27438, 0.33
27439, 0.28
27440, 0.22
27441, 0.20
27442, 0.20
27443, 0.50
27444, 0.32
27445, 0.29
27446, 0.20
27447, 0.25
27448, 0.74
27449, 0.30
27450, 0.19
27451, 0.18
27452, 0.14
27453, 0.22
27454, 0.77
27455, 0.38
27456, 0.71
27457, 0.70
27458, 0.15
27459, 0.22
27460, 0.33
27461, 0.15
27462, 0.35
27463, 0.29
27464, 0.17
27465, 0.20
27466, 0.13
27467, 0.23
27468, 0.36
27469, 0.74
27470, 0.33
27471, 0.83
27472, 0.15
27473, 0.46
27474, 0.53
27475, 0.46
27476, 0.59
27477, 0.23
27478, 0.30
27479, 0.36
27480, 0.45
27481, 0.27
27482, 0.40
27483, 0.39
27484, 0.11
27485, 0.21
27486, 0.29
27487, 0.16
27488, 0.20
27489, 0.32
27490, 0.46
27491, 0.18
27492, 0.24
27493, 0.28
27494, 0.34
27495, 0.20
27496, 0.28
27497, 0.33
27498, 0.25
27499, 0.21
27500, 0.18
27501, 0.18
27502, 0.35
27503, 0.27
27504, 0.17
27505, 0.45
27506, 0.26
27507, 0.45
27508, 0.72
27509, 0.63
27510, 0.35
27511, 0.60
27512, 0.32
27513, 0.34
27514, 0.84
27515, 0.18
27516, 0.31
27517, 0.21
27518, 0.55
27519, 0.46
27520, 0.27
27521, 0.43
27522, 0.17
27523, 0.26
27524, 0.75
27525, 0.27
27526, 0.38
27527, 0.55
27528, 0.18
27529, 0.32
27530, 0.31
27531, 0.27
27532, 0.26
27533, 0.27
27534, 0.56
27535, 0.65
27536, 0.22
27537, 0.39
27538, 0.18
27539, 0.17
27540, 0.27
27541, 0.32
27542, 0.85
27543, 0.38
27544, 0.19
27545, 0.27
27546, 0.53
27547, 0.15
27548, 0.09
27549, 0.21
27550, 0.32
27551, 0.36
27552, 0.23
27553, 0.50
27554, 0.14
27555, 0.47
27556, 0.35
27557, 0.16
27558, 0.27
27559, 0.39
27560, 0.47
27561, 0.22
27562, 0.22
27563, 0.21
27564, 0.52
27565, 0.37
27566, 0.26
27567, 0.50
27568, 0.19
27569, 0.33
27570, 0.36
27571, 0.13
27572, 0.37
